moment	social
I found a five dollar bill in the pocket of my jeans.	no
Getting paid from work	no
I come back to me home from office and i see my newphew at home who came from austria after 3 years.	yes
I watched my favorite show and I got to tune into it without no interruptions	no
I bought a hard to find vinyl record for my brother that I've been searching for a long time and I felt very happy and lucky to find it.	yes
My fiance and I prepared a delicious dinner together.	yes
Ate a pleasant meal with my family for dinner while enjoying our daily show of Jeopardy and the nightly news.	yes
My youngest son asked me to dance with him; we did, and had a great time.	yes
Saw my aunt today after a very long time	yes
My daughter graduated pre-school last week!	yes
I was very happy when i brought my sedan car for my family.It was a mind blowing experience when i first drove it.	yes
My dog didn't pee in her crate all night.	no
I won some money in fantasy sports after several days of losing.	no
getting a good grade on my finals	no
Making money on surveys and hanging with friends	yes
Sitting down to eat a nutritious meal with my happy children.	yes
I reorganized my itunes library so I could binge listen to my favorite music in one playlist when I was relaxing at home.	no
I received a bonus from work and I look forward to spending it with something I like to do.	no
I cooked and ate a great dinner.	no
I got an A on a presentation.	no
Went to see my son's present his college senior design project.	yes
I was happy to celebrate my child's 2nd birthday.	yes
I got my visiting visa approved	no
A new season of one of my favorite shows, Southern Charm, started up again on Bravo.	no
When i opened my eyes my son was staring at me.	yes
I watched an episode of The Walking Dead.	no
I received a text from a friend that I hadn't heard from in a long time.	yes
I was able to work in the building closer to my house, so my commute home last night was only 15 minutes.	no
My friend got married last Friday and at the rehearsal dinner he gave me a picture of all of the memories we had together for being his groomsman and it made me very happy to know that he remembered all of these things and took the take to make the picture for me.	yes
KFC for dinner, my favorite!	no
Getting to spend Mother's Day with my mother and siblings.	yes
My sister finally finished laminating her floor so I am done having to drive 45 miles to help her with it for free.	yes
My boyfriend bought me a new dslr camera for our anniversary.	yes
Getting everything done I needed before the weekend starts.	no
Ate some great shrimp fried rice with my mom for lunch	yes
i am very happy in watching movie	no
This morning, a co-worker from my last role in Pennsylvania surprised me by showing up at my building in Florida & brought muffins and donuts with him.	yes
Spring break from school made me happy.	no
I had a party with some friends	yes
Drinking a ginger tea , that's all there is , this week hasn't been very exciting or happy , in fact it's been rather tiring and stressful but it's fine , a cup of tea can fix anything.Woke up 5:45, Meditated, cooked a healthy breakfast, worked on things I love, went to the gym, cooked a healthy dinner and slept peacefully.	no
I got a promotion at work.	yes
reading the new john grisham book	no
We found a piece of land that we want to buy and build our forever home on it.	yes
Another events that made me happy was when I stood my ground against the school psychologist who tried to force me into submission and accept new students to my caseload to which I had no more room or desire to accomodate.	yes
I bought a new pair of shoes on the internet which were on sale and had a great price.	no
I climbed the tree with great effort to reach the top.	yes
Two weeks ago I got accepted for my first house and I'm scheduled to move in July.	yes
A friend of mine just let me know they're coming to visit this summer.	yes
I got to the gym early and was able to get a pretty decent workout	no
My five year anniversary to my husband made me happy because we are still going strong after all these years.	yes
My son woke me up to a fantastic breakfast of eggs, his special hamburger patty and pancakes.	yes
I WENT TO TEMPLE	no
Last night I was able to sit and enjoy a cup of tea and a snack while curled up with a book without any interruptions.	no
I won $50 on an instant lottery ticket.	no
My dog was happy to see my husband when he had been gone for a conference.	yes
Eating a healthy lunch	no
I completed some backed up stuff at work.	no
When I had lunch with my son	yes
I WENT TO TEMPLE	no
My husband and I won $2000 on a lottery ticket and were able to buy some nice items for the house that we've had on our wishlist for many months (lamps, air conditioner and crockery).	yes
My husband cleaned the house.	yes
I spent quality time with my mom for the first time in 2 years.	yes
I played my new video game for the first time and it was so exciting.	no
I went out to a fancy dinner with my partner for my birthday.	yes
My husband and I were chatting about something, nothing in particular, when he said he loved me.	yes
I was extremely happy when my daughter got a prize in drawing competition for kids in school last month	yes
I just found out we are going out of town this weekend.	yes
I drank new artisan beers last night while hanging out with some friends	yes
YESTERDAY I WENT TO THE FESTIVAL IN MY HOME TOWN.THERE I SAW MY CHILDHOOD FRIENDS AND PLAYING WITH THEM.I ENJOYED LOT.SO MY DAY FILLED WITH FULL OF HAPPINESS	yes
"My kids spent the morning making a ""ride"" out of blankets and pillows and I pulled them around the house on it while we all laughed."	yes
CELEBRATED MY BIRTHDAY PARTY WITH MY FRIENDS	yes
I purchased a guitar for my sister.	yes
Getting a raise at work.	no
My wife bought me a pair of shorts that I've been wanting to get.	yes
Sitting down to eat dinner at the dinner table with my husband made me truly happy last night.	yes
